Player Display Name,Player First Name,Player Last Name,Player Primary Position,Session Title,Session Type,Session Day of Week,Session Week Number,Drill Title,Total Time,Total Distance,Distance Per Min,Distance Zone 4 (Absolute),Distance Zone 4 (Relative),Distance Zone 5 (Absolute),Distance Zone 5 (Relative),Distance Zone 6 (Absolute),Distance Zone 6 (Relative),High Speed Running (Absolute),High Speed Running (Relative),HSR Per Minute (Absolute),HSR Per Minute (Relative),Sprint Distance,Sprints,Entries Zone 4 (Absolute),Entries Zone 4 (Relative),Entries Zone 5 (Absolute),Entries Zone 5 (Relative),Entries Zone 6 (Absolute),Entries Zone 6 (Relative),Max Speed,Player Max Speed,Accelerations (Absolute),Accelerations (Relative),Acceleration Impulse,Accelerations Zone 4 (Absolute),Accelerations Zone 4 (Relative),Accelerations Zone 5 (Absolute),Accelerations Zone 5 (Relative),Accelerations Zone 6 (Absolute),Accelerations Zone 6 (Relative),Accelerations Total Distance Zone 4 (Absolute),Accelerations Total Distance Zone 4 (Relative),Accelerations Total Distance Zone 5 (Absolute),Accelerations Total Distance Zone 5 (Relative),Accelerations Total Distance Zone 6 (Absolute),Accelerations Total Distance Zone 6 (Relative),Accelerations Per Min (Absolute),Accelerations Per Min (Relative),Player Max Accel,Max Acceleration,Decelerations (Absolute),Decelerations (Relative),Decelerations Zone 4 (Absolute),Decelerations Zone 4 (Relative),Decelerations Zone 5 (Absolute),Decelerations Zone 5 (Relative),Decelerations Zone 6 (Absolute),Decelerations Zone 6 (Relative),Decelerations Total Distance Zone 4 (Absolute),Decelerations Total Distance Zone 4 (Relative),Decelerations Total Distance Zone 5 (Absolute),Decelerations Total Distance Zone 5 (Relative),Decelerations Total Distance Zone 6 (Absolute),Decelerations Total Distance Zone 6 (Relative),Decels Per Min (Absolute),Decelerations Per Min (Relative),Player Max Decel,Max Deceleration,Average Time Since Last Accel,Average Time Since Last Decel,HML Efforts,Dynamic Load Anterior,Dynamic Load Lateral,Dynamic Load Vertical,Mechanical Load,Total Loading,Time In Heart Rate Zone 5 (Absolute),Time In Heart Rate Zone 5 (Relative),Time In Heart Rate Zone 6 (Absolute),Time In Heart Rate Zone 6 (Relative),Average Heart Rate,Heart Rate Load,Max Heart Rate,Player Max Heart Rate,Step Balance,Fatigue Index,Drill Date,Session Date,Unnamed: 89
Bregu,,Bregu,Offensive Midfielder,Team Training,MD-4,Tuesday,34,Passing Medium,10,794,80.6,26,188,14,102,10,71,47,332,4.8,4.8,14,1,1,4,0,2,0,1,29.5,33.2,3,21,0,1,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,3,20,1,10,1,5,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,3,25,22,15,62,69,1.0,6.8,0.3,2.1,145,20,190,196,0.04,5.4,8/19/2025,8/19/2025,Panetolikos
Bregu,,Bregu,Offensive Midfielder,Team Training,MD-4,Tuesday,34,SSG 7v7,17,1350,80.6,44,188,24,102,17,71,80,332,4.8,4.8,24,1,1,4,0,2,0,1,29.5,33.2,5,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,5,20,2,10,1,5,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,6,42,37,26,105,118,1.7,6.8,0.5,2.1,145,34,190,196,0.04,5.4,8/19/2025,8/19/2025,Panetolikos
Bregu,,Bregu,Offensive Midfielder,Team Training,MD-4,Tuesday,34,Tactical 11v11 MD-4,16,1270,80.6,42,188,23,102,16,71,76,332,4.8,4.8,23,1,1,4,0,2,0,1,29.5,33.2,5,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,4,20,2,10,1,5,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,6,40,35,25,99,111,1.6,6.8,0.5,2.1,145,32,190,196,0.04,5.4,8/19/2025,8/19/2025,Panetolikos
Bregu,,Bregu,Offensive Midfielder,Team Training,MD-4,Tuesday,34,Finishing,9,715,80.6,23,188,13,102,9,71,43,332,4.8,4.8,13,0,1,4,0,2,0,1,29.5,33.2,3,21,0,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,2,20,1,10,1,5,0,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,3,22,20,14,56,62,0.9,6.8,0.3,2.1,145,18,190,196,0.04,5.4,8/19/2025,8/19/2025,Panetolikos
Filon,,Filon,Full Back,Team Training,MD-4,Tuesday,34,Entire Session,79,6679,85.7,266,241,145,131,99,90,484,427,6.2,6.2,141,5,6,5,3,2,2,1,30.6,34.2,23,21,0,11,10,6,6,4,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,22,20,11,10,6,6,4,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,30,206,180,129,514,576,7.8,6.8,2.3,2.1,145,167,191,196,0.04,5.3,8/19/2025,8/19/2025,Levadiakos
Filon,,Filon,Full Back,Team Training,MD-4,Tuesday,34,Warm Up General + Ball,16,1353,85.7,54,241,29,131,20,90,98,427,6.2,6.2,29,1,1,5,1,2,0,1,30.6,34.2,5,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,4,20,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,6,42,36,26,104,117,1.6,6.8,0.5,2.1,145,34,191,196,0.04,5.3,8/19/2025,8/19/2025,Levadiakos
Filon,,Filon,Full Back,Team Training,MD-4,Tuesday,34,Rondo 8v2,10,845,85.7,34,241,18,131,13,90,61,427,6.2,6.2,18,1,1,5,0,2,0,1,30.6,34.2,3,21,0,1,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,3,20,1,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,4,26,23,16,65,73,1.0,6.8,0.3,2.1,145,21,191,196,0.04,5.3,8/19/2025,8/19/2025,Levadiakos
Filon,,Filon,Full Back,Team Training,MD-4,Tuesday,34,Passing Medium,10,845,85.7,34,241,18,131,13,90,61,427,6.2,6.2,18,1,1,5,0,2,0,1,30.6,34.2,3,21,0,1,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,3,20,1,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,4,26,23,16,65,73,1.0,6.8,0.3,2.1,145,21,191,196,0.04,5.3,8/19/2025,8/19/2025,Levadiakos
Filon,,Filon,Full Back,Team Training,MD-4,Tuesday,34,SSG 7v7,17,1437,85.7,57,241,31,131,21,90,104,427,6.2,6.2,30,1,1,5,1,2,0,1,30.6,34.2,5,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,5,20,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,6,44,39,28,111,124,1.7,6.8,0.5,2.1,145,36,191,196,0.04,5.3,8/19/2025,8/19/2025,Levadiakos
Filon,,Filon,Full Back,Team Training,MD-4,Tuesday,34,Tactical 11v11 MD-4,16,1353,85.7,54,241,29,131,20,90,98,427,6.2,6.2,29,1,1,5,1,2,0,1,30.6,34.2,5,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,4,20,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,6,42,36,26,104,117,1.6,6.8,0.5,2.1,145,34,191,196,0.04,5.3,8/19/2025,8/19/2025,Levadiakos
Filon,,Filon,Full Back,Team Training,MD-4,Tuesday,34,Finishing,10,845,85.7,34,241,18,131,13,90,61,427,6.2,6.2,18,1,1,5,0,2,0,1,30.6,34.2,3,21,0,1,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,3,20,1,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,4,26,23,16,65,73,1.0,6.8,0.3,2.1,145,21,191,196,0.04,5.3,8/19/2025,8/19/2025,Levadiakos
Goumas,,Goumas,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Entire Session,78,6724,87.6,174,167,95,91,55,52,316,298,4.1,4.1,79,3,4,4,1,1,0,0,28.6,32.2,23,22,0,11,11,7,6,4,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,23,22,11,11,6,6,4,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,30,207,181,129,517,581,7.7,7.1,2.3,2.1,144,169,190,196,0.02,5.4,8/19/2025,8/19/2025,Levadiakos
Goumas,,Goumas,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Warm Up General + Ball,16,1379,87.6,36,167,19,91,11,52,65,298,4.1,4.1,16,1,1,4,0,1,0,0,28.6,32.2,5,22,0,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,5,22,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,6,42,37,26,106,119,1.6,7.1,0.5,2.1,144,35,190,196,0.02,5.4,8/19/2025,8/19/2025,Levadiakos
Goumas,,Goumas,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Rondo 8v2,10,862,87.6,22,167,12,91,7,52,41,298,4.1,4.1,10,0,1,4,0,1,0,0,28.6,32.2,3,22,0,1,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,3,22,1,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,4,27,23,17,66,74,1.0,7.1,0.3,2.1,144,22,190,196,0.02,5.4,8/19/2025,8/19/2025,Levadiakos
Goumas,,Goumas,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Passing Medium,10,862,87.6,22,167,12,91,7,52,41,298,4.1,4.1,10,0,1,4,0,1,0,0,28.6,32.2,3,22,0,1,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,3,22,1,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,4,27,23,17,66,74,1.0,7.1,0.3,2.1,144,22,190,196,0.02,5.4,8/19/2025,8/19/2025,Levadiakos
Goumas,,Goumas,Defensive Midfielder,Team Training,MD-4,Tuesday,34,SSG 7v7,17,1465,87.6,38,167,21,91,12,52,69,298,4.1,4.1,17,1,1,4,0,1,0,0,28.6,32.2,5,22,0,2,11,2,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,5,22,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,7,45,39,28,113,127,1.7,7.1,0.5,2.1,144,37,190,196,0.02,5.4,8/19/2025,8/19/2025,Levadiakos
Goumas,,Goumas,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Tactical 11v11 MD-4,16,1379,87.6,36,167,19,91,11,52,65,298,4.1,4.1,16,1,1,4,0,1,0,0,28.6,32.2,5,22,0,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,5,22,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,6,42,37,26,106,119,1.6,7.1,0.5,2.1,144,35,190,196,0.02,5.4,8/19/2025,8/19/2025,Levadiakos
Goumas,,Goumas,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Finishing,9,776,87.6,20,167,11,91,6,52,36,298,4.1,4.1,9,0,0,4,0,1,0,0,28.6,32.2,3,22,0,1,11,1,6,0,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,3,22,1,11,1,6,0,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,3,24,21,15,60,67,0.9,7.1,0.3,2.1,144,20,190,196,0.02,5.4,8/19/2025,8/19/2025,Levadiakos
Kalogeropoulos,,Kalogeropoulos,Central Defender,Team Training,MD-4,Tuesday,34,Entire Session,78,5409,70.4,142,126,77,69,45,41,258,223,3.3,3.3,65,2,3,3,1,1,0,0,28.7,32.2,18,17,0,9,8,5,5,3,3,0,0,0,0,0,0,0.2,0.2,5.4,4.4,18,16,9,8,5,5,3,3,0,0,0,0,0,0,0.2,0.2,-5.6,-4.3,13.8,14.4,24,165,144,103,412,465,7.7,6.5,2.3,2.0,145,135,191,196,0.06,5.3,8/19/2025,8/19/2025,Olympiacos
Kalogeropoulos,,Kalogeropoulos,Central Defender,Team Training,MD-4,Tuesday,34,Warm Up General + Ball,16,1110,70.4,29,126,16,69,9,41,53,223,3.3,3.3,13,0,1,3,0,1,0,0,28.7,32.2,4,17,0,2,8,1,5,1,3,0,0,0,0,0,0,0.2,0.2,5.4,4.4,4,16,2,8,1,5,1,3,0,0,0,0,0,0,0.2,0.2,-5.6,-4.3,13.8,14.4,5,34,30,21,85,95,1.6,6.5,0.5,2.0,145,28,191,196,0.06,5.3,8/19/2025,8/19/2025,Olympiacos
Kalogeropoulos,,Kalogeropoulos,Central Defender,Team Training,MD-4,Tuesday,34,Rondo 8v2,10,693,70.4,18,126,10,69,6,41,33,223,3.3,3.3,8,0,0,3,0,1,0,0,28.7,32.2,2,17,0,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.4,4.4,2,16,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,-5.6,-4.3,13.8,14.4,3,21,18,13,53,60,1.0,6.5,0.3,2.0,145,17,191,196,0.06,5.3,8/19/2025,8/19/2025,Olympiacos
Kalogeropoulos,,Kalogeropoulos,Central Defender,Team Training,MD-4,Tuesday,34,Passing Medium,10,693,70.4,18,126,10,69,6,41,33,223,3.3,3.3,8,0,0,3,0,1,0,0,28.7,32.2,2,17,0,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.4,4.4,2,16,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,-5.6,-4.3,13.8,14.4,3,21,18,13,53,60,1.0,6.5,0.3,2.0,145,17,191,196,0.06,5.3,8/19/2025,8/19/2025,Olympiacos
Kalogeropoulos,,Kalogeropoulos,Central Defender,Team Training,MD-4,Tuesday,34,SSG 7v7,17,1179,70.4,31,126,17,69,10,41,56,223,3.3,3.3,14,0,1,3,0,1,0,0,28.7,32.2,4,17,0,2,8,1,5,1,3,0,0,0,0,0,0,0.2,0.2,5.4,4.4,4,16,2,8,1,5,1,3,0,0,0,0,0,0,0.2,0.2,-5.6,-4.3,13.8,14.4,5,36,31,22,90,101,1.7,6.5,0.5,2.0,145,29,191,196,0.06,5.3,8/19/2025,8/19/2025,Olympiacos
Kalogeropoulos,,Kalogeropoulos,Central Defender,Team Training,MD-4,Tuesday,34,Tactical 11v11 MD-4,16,1110,70.4,29,126,16,69,9,41,53,223,3.3,3.3,13,0,1,3,0,1,0,0,28.7,32.2,4,17,0,2,8,1,5,1,3,0,0,0,0,0,0,0.2,0.2,5.4,4.4,4,16,2,8,1,5,1,3,0,0,0,0,0,0,0.2,0.2,-5.6,-4.3,13.8,14.4,5,34,30,21,85,95,1.6,6.5,0.5,2.0,145,28,191,196,0.06,5.3,8/19/2025,8/19/2025,Olympiacos
Kalogeropoulos,,Kalogeropoulos,Central Defender,Team Training,MD-4,Tuesday,34,Finishing,9,624,70.4,16,126,9,69,5,41,30,223,3.3,3.3,8,0,0,3,0,1,0,0,28.7,32.2,2,17,0,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.4,4.4,2,16,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,-5.6,-4.3,13.8,14.4,3,19,17,12,48,54,0.9,6.5,0.3,2.0,145,16,191,196,0.06,5.3,8/19/2025,8/19/2025,Olympiacos
Kaloskamis,,Kaloskamis,Offensive Midfielder,Team Training,MD-4,Tuesday,34,Entire Session,71,5638,80.6,185,188,101,102,70,71,336,332,4.8,4.8,100,4,4,4,2,2,1,1,29.5,33.2,20,21,0,10,10,6,6,3,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,19,20,9,10,5,5,3,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,24,175,153,110,438,492,7.0,6.8,2.1,2.1,145,141,190,196,-0.0,5.4,8/19/2025,8/19/2025,AEK Athens
Kaloskamis,,Kaloskamis,Offensive Midfielder,Team Training,MD-4,Tuesday,34,Warm Up General + Ball,14,1112,80.6,36,188,20,102,14,71,66,332,4.8,4.8,20,1,1,4,0,2,0,1,29.5,33.2,4,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,4,20,2,10,1,5,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,5,35,30,22,86,97,1.4,6.8,0.4,2.1,145,28,190,196,-0.0,5.4,8/19/2025,8/19/2025,AEK Athens
Kaloskamis,,Kaloskamis,Offensive Midfielder,Team Training,MD-4,Tuesday,34,Rondo 8v2,9,715,80.6,23,188,13,102,9,71,43,332,4.8,4.8,13,1,1,4,0,2,0,1,29.5,33.2,3,21,0,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,2,20,1,10,1,5,0,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,3,22,19,14,56,62,0.9,6.8,0.3,2.1,145,18,190,196,-0.0,5.4,8/19/2025,8/19/2025,AEK Athens
Kaloskamis,,Kaloskamis,Offensive Midfielder,Team Training,MD-4,Tuesday,34,Passing Medium,9,715,80.6,23,188,13,102,9,71,43,332,4.8,4.8,13,1,1,4,0,2,0,1,29.5,33.2,3,21,0,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,2,20,1,10,1,5,0,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,3,22,19,14,56,62,0.9,6.8,0.3,2.1,145,18,190,196,-0.0,5.4,8/19/2025,8/19/2025,AEK Athens
Kaloskamis,,Kaloskamis,Offensive Midfielder,Team Training,MD-4,Tuesday,34,SSG 7v7,16,1271,80.6,42,188,23,102,16,71,76,332,4.8,4.8,23,1,1,4,0,2,0,1,29.5,33.2,5,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,4,20,2,10,1,5,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,5,39,34,25,99,111,1.6,6.8,0.5,2.1,145,32,190,196,-0.0,5.4,8/19/2025,8/19/2025,AEK Athens
Kaloskamis,,Kaloskamis,Offensive Midfielder,Team Training,MD-4,Tuesday,34,Tactical 11v11 MD-4,14,1112,80.6,36,188,20,102,14,71,66,332,4.8,4.8,20,1,1,4,0,2,0,1,29.5,33.2,4,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,4,20,2,10,1,5,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,5,35,30,22,86,97,1.4,6.8,0.4,2.1,145,28,190,196,-0.0,5.4,8/19/2025,8/19/2025,AEK Athens
Kaloskamis,,Kaloskamis,Offensive Midfielder,Team Training,MD-4,Tuesday,34,Finishing,9,715,80.6,23,188,13,102,9,71,43,332,4.8,4.8,13,1,1,4,0,2,0,1,29.5,33.2,3,21,0,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,5.5,4.4,2,20,1,10,1,5,0,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.5,13.7,13.9,3,22,19,14,56,62,0.9,6.8,0.3,2.1,145,18,190,196,-0.0,5.4,8/19/2025,8/19/2025,AEK Athens
Katris,,Katris,Full Back,Team Training,MD-4,Tuesday,34,Entire Session,73,6172,85.7,246,241,134,131,91,90,447,427,6.2,6.2,130,5,6,5,2,2,2,1,30.6,34.2,21,21,0,10,10,6,6,4,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,21,20,10,10,6,6,4,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,27,190,166,119,475,532,7.2,6.8,2.2,2.1,145,154,191,196,0.04,5.3,8/19/2025,8/19/2025,Panathinaikos
Katris,,Katris,Full Back,Team Training,MD-4,Tuesday,34,Warm Up General + Ball,15,1268,85.7,51,241,28,131,19,90,92,427,6.2,6.2,27,1,1,5,0,2,0,1,30.6,34.2,4,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,4,20,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,6,39,34,24,98,109,1.5,6.8,0.5,2.1,145,32,191,196,0.04,5.3,8/19/2025,8/19/2025,Panathinaikos
Katris,,Katris,Full Back,Team Training,MD-4,Tuesday,34,Rondo 8v2,9,761,85.7,30,241,17,131,11,90,55,427,6.2,6.2,16,1,1,5,0,2,0,1,30.6,34.2,3,21,0,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,3,20,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,3,23,20,15,59,66,0.9,6.8,0.3,2.1,145,19,191,196,0.04,5.3,8/19/2025,8/19/2025,Panathinaikos
Katris,,Katris,Full Back,Team Training,MD-4,Tuesday,34,Passing Medium,9,761,85.7,30,241,17,131,11,90,55,427,6.2,6.2,16,1,1,5,0,2,0,1,30.6,34.2,3,21,0,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,3,20,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,3,23,20,15,59,66,0.9,6.8,0.3,2.1,145,19,191,196,0.04,5.3,8/19/2025,8/19/2025,Panathinaikos
Katris,,Katris,Full Back,Team Training,MD-4,Tuesday,34,SSG 7v7,16,1353,85.7,54,241,29,131,20,90,98,427,6.2,6.2,28,1,1,5,0,2,0,1,30.6,34.2,5,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,5,20,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,6,42,36,26,104,117,1.6,6.8,0.5,2.1,145,34,191,196,0.04,5.3,8/19/2025,8/19/2025,Panathinaikos
Katris,,Katris,Full Back,Team Training,MD-4,Tuesday,34,Tactical 11v11 MD-4,15,1268,85.7,51,241,28,131,19,90,92,427,6.2,6.2,27,1,1,5,0,2,0,1,30.6,34.2,4,21,0,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,4,20,2,10,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,6,39,34,24,98,109,1.5,6.8,0.5,2.1,145,32,191,196,0.04,5.3,8/19/2025,8/19/2025,Panathinaikos
Katris,,Katris,Full Back,Team Training,MD-4,Tuesday,34,Finishing,9,761,85.7,30,241,17,131,11,90,55,427,6.2,6.2,16,1,1,5,0,2,0,1,30.6,34.2,3,21,0,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,5.4,4.1,3,20,1,10,1,6,0,4,0,0,0,0,0,0,0.3,0.3,-5.4,-4.3,13.7,13.2,3,23,20,15,59,66,0.9,6.8,0.3,2.1,145,19,191,196,0.04,5.3,8/19/2025,8/19/2025,Panathinaikos
Kontouris,,Kontouris,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Entire Session,69,5948,87.6,154,167,84,91,49,52,280,298,4.1,4.1,69,3,3,4,1,1,0,0,28.6,32.2,21,22,0,10,11,6,6,4,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,20,22,10,11,6,6,4,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,27,183,160,114,458,514,6.8,7.1,2.0,2.1,144,149,190,196,-0.01,5.4,8/19/2025,8/19/2025,Panathinaikos
Kontouris,,Kontouris,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Warm Up General + Ball,14,1207,87.6,31,167,17,91,10,52,57,298,4.1,4.1,14,1,1,4,0,1,0,0,28.6,32.2,4,22,0,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,4,22,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,5,37,32,23,93,104,1.4,7.1,0.4,2.1,144,30,190,196,-0.01,5.4,8/19/2025,8/19/2025,Panathinaikos
Kontouris,,Kontouris,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Rondo 8v2,9,776,87.6,20,167,11,91,6,52,37,298,4.1,4.1,9,0,0,4,0,1,0,0,28.6,32.2,3,22,0,1,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,3,22,1,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,4,24,21,15,60,67,0.9,7.1,0.3,2.1,144,19,190,196,-0.01,5.4,8/19/2025,8/19/2025,Panathinaikos
Kontouris,,Kontouris,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Passing Medium,9,776,87.6,20,167,11,91,6,52,37,298,4.1,4.1,9,0,0,4,0,1,0,0,28.6,32.2,3,22,0,1,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,3,22,1,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,4,24,21,15,60,67,0.9,7.1,0.3,2.1,144,19,190,196,-0.01,5.4,8/19/2025,8/19/2025,Panathinaikos
Kontouris,,Kontouris,Defensive Midfielder,Team Training,MD-4,Tuesday,34,SSG 7v7,15,1293,87.6,33,167,18,91,11,52,61,298,4.1,4.1,15,1,1,4,0,1,0,0,28.6,32.2,5,22,0,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,4,22,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,6,40,35,25,100,112,1.5,7.1,0.4,2.1,144,32,190,196,-0.01,5.4,8/19/2025,8/19/2025,Panathinaikos
Kontouris,,Kontouris,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Tactical 11v11 MD-4,14,1207,87.6,31,167,17,91,10,52,57,298,4.1,4.1,14,1,1,4,0,1,0,0,28.6,32.2,4,22,0,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,4,22,2,11,1,6,1,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,5,37,32,23,93,104,1.4,7.1,0.4,2.1,144,30,190,196,-0.01,5.4,8/19/2025,8/19/2025,Panathinaikos
Kontouris,,Kontouris,Defensive Midfielder,Team Training,MD-4,Tuesday,34,Finishing,8,690,87.6,18,167,10,91,6,52,32,298,4.1,4.1,8,0,0,4,0,1,0,0,28.6,32.2,2,22,0,1,11,1,6,0,4,0,0,0,0,0,0,0.3,0.3,5.3,4.3,2,22,1,11,1,6,0,4,0,0,0,0,0,0,0.3,0.3,-5.5,-4.3,14.2,14.0,3,21,19,13,53,60,0.8,7.1,0.2,2.1,144,17,190,196,-0.01,5.4,8/19/2025,8/19/2025,Panathinaikos
Koutsias,,Koutsias,Striker,Team Training,MD-4,Tuesday,34,Entire Session,77,5719,75.3,234,218,128,119,96,88,425,386,5.6,5.6,137,5,5,5,2,2,1,1,30.5,34.3,19,18,0,9,9,5,5,3,3,0,0,0,0,0,0,0.2,0.2,5.2,4.5,19,17,9,8,5,5,3,3,0,0,0,0,0,0,0.2,0.2,-5.5,-4.3,14.4,14.1,25,175,154,110,439,494,7.6,6.8,2.3,2.0,146,143,192,196,-0.04,5.9,8/19/2025,8/19/2025,Lugano
