Player Display Name,Player First Name,Player Last Name,Player Primary Position,Session Title,Session Type,Session Day of Week,Session Week Number,Drill Title,Total Time,Total Distance,Distance Per Min,Distance Zone 4 (Absolute),Distance Zone 4 (Relative),Distance Zone 5 (Absolute),Distance Zone 5 (Relative),Distance Zone 6 (Absolute),Distance Zone 6 (Relative),High Speed Running (Absolute),High Speed Running (Relative),HSR Per Minute (Absolute),HSR Per Minute (Relative),Sprint Distance,Sprints,Entries Zone 4 (Absolute),Entries Zone 4 (Relative),Entries Zone 5 (Absolute),Entries Zone 5 (Relative),Entries Zone 6 (Absolute),Entries Zone 6 (Relative),Max Speed,Player Max Speed,Accelerations (Absolute),Accelerations (Relative),Acceleration Impulse,Accelerations Zone 4 (Absolute),Accelerations Zone 4 (Relative),Accelerations Zone 5 (Absolute),Accelerations Zone 5 (Relative),Accelerations Zone 6 (Absolute),Accelerations Zone 6 (Relative),Accelerations Total Distance Zone 4 (Absolute),Accelerations Total Distance Zone 4 (Relative),Accelerations Total Distance Zone 5 (Absolute),Accelerations Total Distance Zone 5 (Relative),Accelerations Total Distance Zone 6 (Absolute),Accelerations Total Distance Zone 6 (Relative),Accelerations Per Min (Absolute),Accelerations Per Min (Relative),Player Max Accel,Max Acceleration,Decelerations (Absolute),Decelerations (Relative),Decelerations Zone 4 (Absolute),Decelerations Zone 4 (Relative),Decelerations Zone 5 (Absolute),Decelerations Zone 5 (Relative),Decelerations Zone 6 (Absolute),Decelerations Zone 6 (Relative),Decelerations Total Distance Zone 4 (Absolute),Decelerations Total Distance Zone 4 (Relative),Decelerations Total Distance Zone 5 (Absolute),Decelerations Total Distance Zone 5 (Relative),Decelerations Total Distance Zone 6 (Absolute),Decelerations Total Distance Zone 6 (Relative),Decels Per Min (Absolute),Decelerations Per Min (Relative),Player Max Decel,Max Deceleration,Average Time Since Last Accel,Average Time Since Last Decel,HML Efforts,Dynamic Load Anterior,Dynamic Load Lateral,Dynamic Load Vertical,Mechanical Load,Total Loading,Time In Heart Rate Zone 5 (Absolute),Time In Heart Rate Zone 5 (Relative),Time In Heart Rate Zone 6 (Absolute),Time In Heart Rate Zone 6 (Relative),Average Heart Rate,Heart Rate Load,Max Heart Rate,Player Max Heart Rate,Step Balance,Fatigue Index,Drill Date,Session Date,Unnamed: 89
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-2,Tuesday,32,Set Pieces,15,1397,93.1,57,294,31,160,21,106,104,521,7.0,7.0,29,1,1,7,1,3,0,2,30.4,34.2,5,24,0,2,12,1,7,1,4,0,0,0,0,0,0,0.3,0.3,5.4,4.2,5,24,2,12,1,7,1,4,0,0,0,0,0,0,0.3,0.3,-5.6,-4.6,14.0,12.6,6,44,38,27,109,123,1.5,7.7,0.4,2.3,144,35,190,196,-0.0,4.9,8/5/2025,8/5/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD-1,Wednesday,32,Entire Session,58,3900,67.1,102,128,56,70,32,40,185,228,3.2,3.2,46,2,2,3,1,1,0,0,28.7,32.3,14,17,0,7,8,4,5,2,3,0,0,0,0,0,0,0.2,0.2,5.3,4.3,14,17,7,8,4,5,2,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.3,14.1,13.9,18,121,106,76,304,342,5.8,7.2,1.7,2.2,146,97,190,196,0.0,5.3,8/6/2025,8/6/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD-1,Wednesday,32,Warm Up,13,874,67.1,23,128,13,70,7,40,41,228,3.2,3.2,10,0,0,3,0,1,0,0,28.7,32.3,3,17,0,2,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.3,4.3,3,17,2,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.3,14.1,13.9,4,27,24,17,68,77,1.3,7.2,0.4,2.2,146,22,190,196,0.0,5.3,8/6/2025,8/6/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD-1,Wednesday,32,Rondo 5v2,9,605,67.1,16,128,9,70,5,40,29,228,3.2,3.2,7,0,0,3,0,1,0,0,28.7,32.3,2,17,0,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.3,4.3,2,17,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.3,14.1,13.9,3,19,16,12,47,53,0.9,7.2,0.3,2.2,146,15,190,196,0.0,5.3,8/6/2025,8/6/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD-1,Wednesday,32,Tactical 11v11 MD-1,19,1278,67.1,33,128,18,70,10,40,61,228,3.2,3.2,15,1,1,3,0,1,0,0,28.7,32.3,5,17,0,2,8,1,5,1,3,0,0,0,0,0,0,0.2,0.2,5.3,4.3,5,17,2,8,1,5,1,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.3,14.1,13.9,6,40,35,25,100,112,1.9,7.2,0.6,2.2,146,32,190,196,0.0,5.3,8/6/2025,8/6/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD-1,Wednesday,32,Set Pieces,9,605,67.1,16,128,9,70,5,40,29,228,3.2,3.2,7,0,0,3,0,1,0,0,28.7,32.3,2,17,0,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.3,4.3,2,17,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.3,14.1,13.9,3,19,16,12,47,53,0.9,7.2,0.3,2.2,146,15,190,196,0.0,5.3,8/6/2025,8/6/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD-1,Wednesday,32,Finishing,8,538,67.1,14,128,8,70,4,40,26,228,3.2,3.2,6,0,0,3,0,1,0,0,28.7,32.3,2,17,0,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.3,4.3,2,17,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.3,14.1,13.9,2,17,15,10,42,47,0.8,7.2,0.2,2.2,146,13,190,196,0.0,5.3,8/6/2025,8/6/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-1,Wednesday,32,Entire Session,57,3675,64.3,148,187,81,102,53,66,270,331,4.7,4.7,75,3,3,4,1,2,1,1,30.6,34.3,13,16,0,6,8,4,5,2,3,0,0,0,0,0,0,0.2,0.2,5.5,4.1,12,16,6,8,3,4,2,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.2,13.7,13.0,16,111,97,69,277,313,5.7,7.2,1.7,2.1,144,92,191,197,-0.0,5.2,8/6/2025,8/6/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-1,Wednesday,32,Warm Up,13,838,64.3,34,187,18,102,12,66,62,331,4.7,4.7,17,1,1,4,0,2,0,1,30.6,34.3,3,16,0,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.5,4.1,3,16,1,8,1,4,0,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.2,13.7,13.0,4,25,22,16,63,71,1.3,7.2,0.4,2.1,144,21,191,197,-0.0,5.2,8/6/2025,8/6/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-1,Wednesday,32,Rondo 5v2,9,580,64.3,23,187,13,102,8,66,43,331,4.7,4.7,12,0,0,4,0,2,0,1,30.6,34.3,2,16,0,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.5,4.1,2,16,1,8,0,4,0,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.2,13.7,13.0,3,18,15,11,44,49,0.9,7.2,0.3,2.1,144,15,191,197,-0.0,5.2,8/6/2025,8/6/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-1,Wednesday,32,Tactical 11v11 MD-1,19,1225,64.3,49,187,27,102,18,66,90,331,4.7,4.7,25,1,1,4,0,2,0,1,30.6,34.3,4,16,0,2,8,1,5,1,3,0,0,0,0,0,0,0.2,0.2,5.5,4.1,4,16,2,8,1,4,1,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.2,13.7,13.0,5,37,32,23,92,104,1.9,7.2,0.6,2.1,144,31,191,197,-0.0,5.2,8/6/2025,8/6/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-1,Wednesday,32,Set Pieces,9,580,64.3,23,187,13,102,8,66,43,331,4.7,4.7,12,0,0,4,0,2,0,1,30.6,34.3,2,16,0,1,8,1,5,0,3,0,0,0,0,0,0,0.2,0.2,5.5,4.1,2,16,1,8,0,4,0,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.2,13.7,13.0,3,18,15,11,44,49,0.9,7.2,0.3,2.1,144,15,191,197,-0.0,5.2,8/6/2025,8/6/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-1,Wednesday,32,Finishing,7,451,64.3,18,187,10,102,7,66,33,331,4.7,4.7,9,0,0,4,0,2,0,1,30.6,34.3,2,16,0,1,8,0,5,0,3,0,0,0,0,0,0,0.2,0.2,5.5,4.1,1,16,1,8,0,4,0,3,0,0,0,0,0,0,0.2,0.2,-5.4,-4.2,13.7,13.0,2,14,12,8,34,38,0.7,7.2,0.2,2.1,144,11,191,197,-0.0,5.2,8/6/2025,8/6/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,PAN 0-0 SHA,Match Day,Thursday,32,Entire Session,56,6704,119.7,402,525,220,286,212,288,731,930,13.1,13.1,303,11,10,12,4,6,4,5,32.7,34.3,32,42,0,16,21,9,12,6,8,0,0,0,0,0,0,0.6,0.6,5.4,4.8,31,40,15,20,9,12,6,7,0,0,0,0,0,0,0.6,0.6,-5.2,-4.6,13.7,16.3,31,212,185,133,530,598,10.1,13.2,3.4,4.4,153,168,188,194,-0.0,4.4,8/7/2025,8/7/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,PAN 0-0 SHA,Match Day,Thursday,32,1st half,45,5387,119.7,323,525,177,286,170,288,587,930,13.1,13.1,243,9,8,12,3,6,3,5,32.7,34.3,26,42,0,13,21,7,12,5,8,0,0,0,0,0,0,0.6,0.6,5.4,4.8,25,40,12,20,7,12,5,7,0,0,0,0,0,0,0.6,0.6,-5.2,-4.6,13.7,16.3,25,170,149,107,426,481,8.1,13.2,2.7,4.4,153,135,188,194,-0.0,4.4,8/7/2025,8/7/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,PAN 0-0 SHA,Match Day,Thursday,32,2nd half,11,1317,119.7,79,525,43,286,42,288,144,930,13.1,13.1,60,2,2,12,1,6,1,5,32.7,34.3,6,42,0,3,21,2,12,1,8,0,0,0,0,0,0,0.6,0.6,5.4,4.8,6,40,3,20,2,12,1,7,0,0,0,0,0,0,0.6,0.6,-5.2,-4.6,13.7,16.3,6,42,36,26,104,117,2.0,13.2,0.7,4.4,153,33,188,194,-0.0,4.4,8/7/2025,8/7/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,PAN 0-0 SHA,Match Day,Thursday,32,0-15,15,1796,119.7,108,525,59,286,57,288,196,930,13.1,13.1,81,3,3,12,1,6,1,5,32.7,34.3,9,42,0,4,21,2,12,2,8,0,0,0,0,0,0,0.6,0.6,5.4,4.8,8,40,4,20,2,12,2,7,0,0,0,0,0,0,0.6,0.6,-5.2,-4.6,13.7,16.3,8,57,50,36,142,160,2.7,13.2,0.9,4.4,153,45,188,194,-0.0,4.4,8/7/2025,8/7/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,PAN 0-0 SHA,Match Day,Thursday,32,15-30,15,1796,119.7,108,525,59,286,57,288,196,930,13.1,13.1,81,3,3,12,1,6,1,5,32.7,34.3,9,42,0,4,21,2,12,2,8,0,0,0,0,0,0,0.6,0.6,5.4,4.8,8,40,4,20,2,12,2,7,0,0,0,0,0,0,0.6,0.6,-5.2,-4.6,13.7,16.3,8,57,50,36,142,160,2.7,13.2,0.9,4.4,153,45,188,194,-0.0,4.4,8/7/2025,8/7/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,PAN 0-0 SHA,Match Day,Thursday,32,30-45,15,1796,119.7,108,525,59,286,57,288,196,930,13.1,13.1,81,3,3,12,1,6,1,5,32.7,34.3,9,42,0,4,21,2,12,2,8,0,0,0,0,0,0,0.6,0.6,5.4,4.8,8,40,4,20,2,12,2,7,0,0,0,0,0,0,0.6,0.6,-5.2,-4.6,13.7,16.3,8,57,50,36,142,160,2.7,13.2,0.9,4.4,153,45,188,194,-0.0,4.4,8/7/2025,8/7/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,PAN 0-0 SHA,Match Day,Thursday,32,45-60,11,1317,119.7,79,525,43,286,42,288,144,930,13.1,13.1,60,2,2,12,1,6,1,5,32.7,34.3,6,42,0,3,21,2,12,1,8,0,0,0,0,0,0,0.6,0.6,5.4,4.8,6,40,3,20,2,12,1,7,0,0,0,0,0,0,0.6,0.6,-5.2,-4.6,13.7,16.3,6,42,36,26,104,117,2.0,13.2,0.7,4.4,153,33,188,194,-0.0,4.4,8/7/2025,8/7/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,PAN 0-0 SHA,Match Day,Thursday,32,Entire Session,34,4402,129.5,157,332,86,181,72,155,285,588,8.4,8.4,103,4,4,8,1,3,1,3,30.6,32.2,19,40,0,9,20,5,12,4,8,0,0,0,0,0,0,0.6,0.6,5.9,4.3,19,40,9,20,5,12,4,8,0,0,0,0,0,0,0.6,0.6,-5.9,-3.9,9.8,13.2,20,137,120,86,344,400,6.1,12.8,2.0,4.3,160,110,195,197,-0.0,5.4,8/7/2025,8/7/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,PAN 0-0 SHA,Match Day,Thursday,32,2nd half,34,4402,129.5,157,332,86,181,72,155,285,588,8.4,8.4,103,4,4,8,1,3,1,3,30.6,32.2,19,40,0,9,20,5,12,4,8,0,0,0,0,0,0,0.6,0.6,5.9,4.3,19,40,9,20,5,12,4,8,0,0,0,0,0,0,0.6,0.6,-5.9,-3.9,9.8,13.2,20,137,120,86,344,400,6.1,12.8,2.0,4.3,160,110,195,197,-0.0,5.4,8/7/2025,8/7/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,PAN 0-0 SHA,Match Day,Thursday,32,45-60,4,518,129.5,18,332,10,181,8,155,34,588,8.4,8.4,12,0,0,8,0,3,0,3,30.6,32.2,2,40,0,1,20,1,12,0,8,0,0,0,0,0,0,0.6,0.6,5.9,4.3,2,40,1,20,1,12,0,8,0,0,0,0,0,0,0.6,0.6,-5.9,-3.9,9.8,13.2,2,16,14,10,40,47,0.7,12.8,0.2,4.3,160,13,195,197,-0.0,5.4,8/7/2025,8/7/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,PAN 0-0 SHA,Match Day,Thursday,32,60-75,15,1942,129.5,69,332,38,181,32,155,126,588,8.4,8.4,45,2,2,8,0,3,0,3,30.6,32.2,8,40,0,4,20,2,12,2,8,0,0,0,0,0,0,0.6,0.6,5.9,4.3,8,40,4,20,2,12,2,8,0,0,0,0,0,0,0.6,0.6,-5.9,-3.9,9.8,13.2,9,60,53,38,152,176,2.7,12.8,0.9,4.3,160,49,195,197,-0.0,5.4,8/7/2025,8/7/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,PAN 0-0 SHA,Match Day,Thursday,32,75-90,15,1942,129.5,69,332,38,181,32,155,126,588,8.4,8.4,45,2,2,8,0,3,0,3,30.6,32.2,8,40,0,4,20,2,12,2,8,0,0,0,0,0,0,0.6,0.6,5.9,4.3,8,40,4,20,2,12,2,8,0,0,0,0,0,0,0.6,0.6,-5.9,-3.9,9.8,13.2,9,60,53,38,152,176,2.7,12.8,0.9,4.3,160,49,195,197,-0.0,5.4,8/7/2025,8/7/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD+1 Recovery,Friday,32,Entire Session,41,4664,114.1,120,229,65,125,37,71,217,416,5.3,5.3,53,2,3,5,1,2,1,1,28.4,32.2,16,31,0,8,15,5,9,3,6,0,0,0,0,0,0,0.4,0.4,5.3,4.4,16,31,8,15,5,9,3,6,0,0,0,0,0,0,0.4,0.4,-5.6,-4.4,13.5,13.7,21,143,124,89,358,401,4.1,7.9,1.2,2.4,144,117,191,196,0.0,5.3,8/8/2025,8/8/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD+1 Recovery,Friday,32,Regeneration Warm Up,14,1593,114.1,41,229,22,125,13,71,74,416,5.3,5.3,18,1,1,5,0,2,0,1,28.4,32.2,5,31,0,3,15,2,9,1,6,0,0,0,0,0,0,0.4,0.4,5.3,4.4,5,31,3,15,2,9,1,6,0,0,0,0,0,0,0.4,0.4,-5.6,-4.4,13.5,13.7,7,49,42,30,122,137,1.4,7.9,0.4,2.4,144,40,191,196,0.0,5.3,8/8/2025,8/8/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD+1 Recovery,Friday,32,Recovery Circuit,14,1593,114.1,41,229,22,125,13,71,74,416,5.3,5.3,18,1,1,5,0,2,0,1,28.4,32.2,5,31,0,3,15,2,9,1,6,0,0,0,0,0,0,0.4,0.4,5.3,4.4,5,31,3,15,2,9,1,6,0,0,0,0,0,0,0.4,0.4,-5.6,-4.4,13.5,13.7,7,49,42,30,122,137,1.4,7.9,0.4,2.4,144,40,191,196,0.0,5.3,8/8/2025,8/8/2025,Panathinaikos
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD+1 Recovery,Friday,32,Mobility,13,1479,114.1,38,229,21,125,12,71,69,416,5.3,5.3,17,1,1,5,0,2,0,1,28.4,32.2,5,31,0,3,15,2,9,1,6,0,0,0,0,0,0,0.4,0.4,5.3,4.4,5,31,3,15,2,9,1,6,0,0,0,0,0,0,0.4,0.4,-5.6,-4.4,13.5,13.7,7,45,39,28,114,127,1.3,7.9,0.4,2.4,144,37,191,196,0.0,5.3,8/8/2025,8/8/2025,Panathinaikos
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD+1 Recovery,Friday,32,Entire Session,37,4054,109.3,159,310,87,169,61,120,289,551,7.8,7.8,88,3,4,7,2,3,1,2,30.6,34.1,14,27,0,7,13,4,8,3,5,0,0,0,0,0,0,0.4,0.4,5.3,4.0,14,26,7,13,4,8,3,5,0,0,0,0,0,0,0.4,0.4,-5.3,-4.2,13.5,13.9,18,125,110,78,313,349,3.7,7.2,1.1,2.2,147,101,190,196,-0.0,5.6,8/8/2025,8/8/2025,Panathinaikos
